date,open,high,low,close,volume,close_normalized,SMA_20,EMA_20,close_lag1,close_lag3
2024-11-06,213.48,214.33,210.37,213.6,3934386,2.22029432604267,132.03236702161476,216.60388513334976,213.69,213.57
2024-11-05,206.17,208.115,205.57,207.57,2441535,2.0560050217216705,132.03236702161476,215.7435151206498,213.6,213.72
2024-11-04,207.65,207.7,205.8,206.32,2594119,2.0219483665970857,132.03236702161476,214.8460374901117,207.57,213.69
2024-11-01,207.77,209.84,207.41,208.25,3334308,2.074531842109445,215.004,214.21784344343442,206.32,213.6
2024-10-31,204.13,208.13,203.51,206.72,5925250,2.032846496236953,213.9695,213.50376311548828,208.25,207.57
2024-10-30,209.48,211.12,204.26,204.9,6956624,1.983260006375557,212.86849999999998,212.68435710448938,206.72,206.32
2024-10-29,211.99,213.34,209.85,210.43,5258366,2.1339266486467223,211.94850000000002,212.46965642787134,204.9,208.25
2024-10-28,215.5,216.25,212.7,212.91,4993343,2.201495052413899,211.2875,212.5115939109312,210.43,206.72
2024-10-25,216.8,218.65,214.385,214.67,8482235,2.249446822829315,210.8725,212.7171563956044,212.91,204.9
2024-10-24,220.8,221.32,216.16,218.39,11193440,2.3507994284800806,210.67200000000003,213.25742721507066,214.67,210.43
2024-10-23,230.41,233.34,230.26,232.75,5791002,2.742042282551317,211.5795,215.11386271839726,218.39,212.91
2024-10-22,231.99,232.97,230.67,232.25,3180807,2.728419620501483,212.67950000000002,216.74587579283562,232.75,214.67
2024-10-21,231.21,232.42,230.26,231.75,2733336,2.714796958451649,213.8625,218.17484000304177,232.25,218.39
2024-10-18,231.92,232.6499,230.17,232.2,4715688,2.727057354296499,215.223,219.5105695265616,231.75,232.75
2024-10-17,232.0,233.145,230.655,232.88,5040092,2.7455841746842737,216.41750000000002,220.78384861927003,232.2,232.25
2024-10-16,232.11,233.88,231.12,233.67,2846669,2.7671079807230115,217.555,222.0111011317205,232.88,231.75
2024-10-15,236.4,237.37,232.71,232.96,3350556,2.7477638006122476,218.66000000000003,223.05385340488996,233.67,232.2
2024-10-14,233.57,236.12,233.17,235.26,2524389,2.810428046041484,219.74449999999996,224.2163435568052,232.96,232.88
2024-10-11,233.25,233.44,230.46,233.26,3469322,2.7559373978421475,220.72150000000002,225.0776441704428,235.26,233.67
2024-10-10,235.1,235.83,231.81,233.02,3142031,2.749398520058228,221.68800000000002,225.834059011353,233.26,232.96
2024-10-09,229.2,234.95,228.5,234.3,5083566,2.784272534905803,222.723,226.64033910550987,233.02,235.26
2024-10-08,228.11,229.345,227.0401,228.62,3245342,2.6295190940196873,223.77549999999997,226.82887823831845,234.3,233.26
2024-10-07,225.38,227.67,225.02,227.12,3457952,2.588651107870185,224.81550000000001,226.85660412038337,228.62,233.02
2024-10-04,223.75,226.08,223.27,226.0,3554328,2.5581363448785566,225.70300000000003,226.77502277558494,227.12,234.3
2024-10-03,219.5,222.83,219.27,222.72,3788265,2.4687716818316447,226.503,226.38883013029113,226.0,228.62
2024-10-02,218.31,220.2,215.798,219.73,3343399,2.3873081627736363,227.24450000000002,225.75465583216817,222.72,227.12
2024-10-01,220.63,221.1,215.9,219.35,3548374,2.3769549396157625,227.6905,225.14468861005693,219.73,226.0
2024-09-30,220.65,221.32,219.02,221.08,3544264,2.424089350308189,228.099,224.7575754090991,219.35,222.72
2024-09-27,223.0,224.15,220.77,220.84,3830335,2.4175504725242685,228.40749999999997,224.3844729891849,221.08,219.73
2024-09-26,222.11,224.0,221.355,223.43,2673210,2.488115861942409,228.65949999999998,224.29357079973872,220.84,219.35
2024-09-25,221.17,221.85,220.16,221.23,2537751,2.428176148923139,228.08349999999996,224.00180215214456,223.43,221.08
2024-09-24,219.78,221.19,218.16,220.97,3184114,2.421092364657225,227.51949999999997,223.71305909003556,221.23,220.84
2024-09-23,218.0,220.62,217.27,220.5,4074755,2.408287062330381,226.95699999999997,223.40705346241313,220.97,223.43
2024-09-20,214.33,217.85,213.74,217.7,9958980,2.33200015485131,226.23199999999997,222.86352456123092,220.5,221.23
2024-09-19,218.01,218.48,210.37,213.89,5279559,2.2281954700315736,225.28249999999997,222.00890317444703,217.7,220.97
2024-09-18,214.13,216.86,213.59,214.94,3482764,2.256803060336226,224.34599999999995,221.33567430069016,213.89,220.5
2024-09-17,217.25,218.84,213.0,214.13,5635210,2.234734347815494,223.40449999999996,220.64941960538636,214.94,217.7
2024-09-16,215.88,217.9,215.52,217.16,4176257,2.3172876798374893,222.49949999999998,220.31709392868288,214.13,213.89
2024-09-13,212.48,216.09,212.13,214.79,4572344,2.2527162617212753,221.57600000000002,219.79070403071307,217.16,214.94
2024-09-12,210.0,212.65,208.265,211.61,4616446,2.166076131084331,220.50549999999998,219.01158936112137,214.79,214.13
2024-09-11,207.76,210.12,203.04,209.89,5554309,2.119214173632901,219.28500000000003,218.1428665648241,211.61,217.16
2024-09-10,204.2,205.83,202.87,205.32,3070644,1.9947030424974173,218.12000000000003,216.921641177698,209.89,214.79
2024-09-09,201.94,205.05,201.43,203.53,3705004,1.9459339123590114,216.9405,215.646246779822,205.32,211.61
2024-09-06,202.38,204.1,199.335,200.74,3304491,1.8699194581209373,215.67749999999995,214.22660422936278,203.53,209.89
2024-09-05,204.08,205.95,200.96,202.59,3229345,1.9203233077053232,214.671,213.1183562075187,200.74,205.32
2024-09-04,200.76,204.36,200.5,204.11,3111332,1.9617362003368193,213.89000000000001,212.26041752108836,202.59,203.53
2024-09-03,201.91,204.72,200.21,201.28,3874697,1.8846319331347579,212.98649999999998,211.2146634714609,204.11,200.74
2024-08-30,199.11,202.17,198.73,202.13,4750999,1.9077904586194756,212.039,210.34945742655987,201.28,202.59
2024-08-29,199.3,201.12,198.27,198.9,2989594,1.8197880617775475,210.942,209.25903290974466,202.13,204.11
2024-08-28,199.0,200.0,197.49,198.46,2645244,1.8078001191736937,209.6935,208.23055358500707,198.9,201.28
2024-08-27,197.44,199.4,196.97,198.73,2617229,1.8151563566806035,208.5685,207.32573895786356,198.46,202.13
2024-08-26,196.0,198.345,195.9,197.98,2567217,1.7947223636058522,207.419,206.4356685809242,198.73,198.9
2024-08-23,196.79,197.38,194.39,196.1,2321961,1.7435011542984762,206.199,205.45131919226475,197.98,198.46
2024-08-22,197.25,197.92,195.57,195.96,1969496,1.739686808924523,205.112,204.5473840310967,196.1,198.73
2024-08-21,195.97,197.33,194.115,197.21,2579343,1.7737434640491083,204.278,203.84858555194464,195.96,197.98
2024-08-20,194.59,196.21,193.75,196.03,1790371,1.7415939816114996,203.3325,203.10395835652133,197.21,196.1
2024-08-19,193.84,195.525,193.715,194.73,2361378,1.7061750602819306,202.3625,202.30643851304313,196.03,195.96
2024-08-16,193.58,194.35,192.86,193.78,2494472,1.680292002387246,201.1935,201.49439674989617,194.73,197.21
2024-08-15,193.51,194.25,193.28,193.95,2471985,1.6849237074841894,200.1515,200.77588277371558,193.78,196.03
2024-08-14,191.15,193.09,190.73,192.32,1895114,1.6405138292017303,199.18699999999998,199.9705606047903,193.95,194.73
2024-08-13,190.29,191.31,189.21,190.99,2178862,1.604277548149172,198.24200000000002,199.1152691186198,192.32,193.78
2024-08-12,191.25,191.5761,189.0001,189.48,2290421,1.5631371087586725,197.45,198.197624440656,190.99,193.95
2024-08-09,191.18,192.63,189.04,191.45,2773706,1.6168103972350187,196.846,197.55499354154588,189.48,192.32
2024-08-08,187.5,192.88,187.0,192.61,3712698,1.6484149731906346,196.4395,197.0840417756844,191.45,190.99
2024-08-07,188.08,189.87,186.7,186.8,3801942,1.4901196401715622,195.65,196.1046092256192,192.61,189.48
2024-08-06,184.7,188.9,183.64,186.8,3632517,1.4901196401715622,194.7845,195.21845596603643,186.8,191.45
2024-08-05,184.55,185.255,181.81,183.31,4975002,1.3950334590637197,193.886,194.0843173026044,186.8,192.61
2024-08-02,188.78,189.26,185.7,189.12,4548824,1.5533287920827923,193.2355,193.61152517854686,183.31,186.8
2024-08-01,192.81,193.635,188.29,189.66,4085354,1.5680412670966128,192.7735,193.2351894472567,189.12,186.8
2024-07-31,191.0,194.5499,189.99,192.14,5558405,1.6356096708637897,192.4575,193.1308856903751,189.66,183.31
2024-07-30,191.48,192.77,189.09,191.04,3064978,1.6056398143541548,192.073,192.93175371986317,192.14,189.12
2024-07-29,193.18,193.29,189.18,191.5,3336806,1.6181726634400024,191.749,192.79539622273336,191.04,189.66
2024-07-26,190.51,193.57,189.622,191.75,4294875,1.6249839944649196,191.5315,192.69583467771113,191.5,192.14
2024-07-25,186.8,196.26,185.3,191.98,9532802,1.631250419007843,191.3325,192.62765994650056,191.75,191.04
2024-07-24,184.14,185.0714,183.145,184.02,6962071,1.4143776391744844,190.673,191.8078828087386,191.98,191.5
2024-07-23,184.36,185.38,183.01,184.1,2180225,1.4165572651024574,190.07649999999998,191.0737987317159,184.02,191.75
2024-07-22,183.4,184.97,182.86,184.15,2488525,1.417919531307441,189.54749999999999,190.41438932869534,184.1,191.98
2024-07-19,186.33,187.0,181.95,183.25,3816039,1.3933987396177396,189.02100000000002,189.73206653548627,184.15,184.02
2024-07-18,186.64,189.47,185.1,185.22,3487808,1.447072028094086,188.5845,189.302345913059,183.25,184.1
2024-07-17,185.44,187.94,185.07,187.45,4225302,1.5078291008363458,188.341,189.1259320165772,185.22,184.15
2024-07-16,184.67,186.6,184.52,185.81,3374526,1.4631467693128903,188.082,188.81012896737937,187.45,183.25
2024-07-15,183.38,184.9,182.6,182.88,2925794,1.3833179697008622,187.752,188.2453547800099,185.81,185.22
2024-07-12,178.56,184.16,178.5,182.83,4785565,1.3819557034958794,187.321,187.72960670572323,182.88,187.45
2024-07-11,177.65,179.44,176.62,178.31,2807145,1.2588068385653786,186.606,186.83250130517817,182.83,185.81
2024-07-10,176.6,178.22,174.45,177.84,3462182,1.2460015362385346,186.15800000000002,185.9760726094469,178.31,182.88
2024-07-09,177.6,177.7,175.58,176.48,2513305,1.2089478954629855,185.642,185.07168474188055,177.84,182.83
2024-07-08,176.41,178.59,176.01,177.64,2503038,1.2405524714186005,185.3585,184.36390524265383,176.48,178.31
2024-07-05,175.74,176.09,173.95,176.02,2085970,1.1964150463771386,184.70350000000002,183.56924760049634,177.64,177.84
2024-07-03,177.88,177.98,175.17,175.73,1649049,1.1885139023882343,184.007,182.82265259092526,176.02,176.48
2024-07-02,174.84,177.485,174.32,177.3,2883275,1.231289061224714,183.26500000000001,182.29668567750383,175.73,177.64
2024-07-01,173.45,176.46,173.38,175.1,3320961,1.1713493482054433,182.46800000000002,181.6112870415511,177.3,176.02
2024-06-28,170.85,173.46,170.53,172.95,4193459,1.1127719013911566,181.5405,180.78640256140335,175.1,175.73
2024-06-27,171.12,172.5,170.48,170.85,2894001,1.0555567207818535,180.4955,179.84007850793637,172.95,177.3
2024-06-26,171.28,172.68,170.41,171.87,2779016,1.0833469513635152,179.49,179.08102341194245,170.85,175.1
2024-06-25,175.14,175.7526,171.42,172.6,4119267,1.103236037956273,178.919,178.46378308699553,171.87,172.95
2024-06-24,175.0,178.4599,174.15,175.01,4864735,1.1688972690364732,178.4645,178.13485136442452,172.6,170.85
2024-06-21,173.97,174.96,171.4,172.46,10182025,1.0994216925823197,177.88,177.59438932971742,175.01,171.87
2024-06-20,174.08,174.28,171.22,173.92,4723078,1.1391998657678346,177.4135,177.24444748879193,172.46,172.6
2024-06-18,170.0,170.75,168.38,170.55,3386442,1.0473831235519535,176.68,176.60688106128794,173.92,175.01
2024-06-17,168.76,169.72,167.5,169.5,3239815,1.0187755332473014,175.7825,175.93003524592717,170.55,172.46
2024-06-14,168.29,169.47,167.23,169.21,2777717,1.010874389258398,174.95250000000001,175.29003188917218,169.5,173.92
2024-06-13,169.01,169.59,168.335,169.12,3525717,1.0084223100894276,174.2645,174.70240980448912,169.21,170.55
2024-06-12,171.35,172.47,168.101,169.0,3522698,1.0051528711974673,173.573,174.15932315644255,169.12,169.5
2024-06-11,169.98,170.0,166.81,169.32,2951251,1.013871374909361,173.12349999999998,173.69843523678136,169.0,169.21
2024-06-10,169.55,170.76,168.88,170.38,3444684,1.0427514184550093,172.7505,173.38239378565933,169.32,169.12
2024-06-07,168.18,171.305,168.06,170.01,3475495,1.032670648538132,172.427,173.06121342512034,170.38,169.0
2024-06-06,167.38,168.44,166.8,168.2,2207263,0.9833566119177325,171.95499999999998,172.59824071796604,170.01,169.32
2024-06-05,166.41,167.79,165.78,167.38,3049377,0.9610154461560046,171.523,172.10126541149307,168.2,170.38
2024-06-04,164.6,166.4,163.88,165.81,2594203,0.9182402873195258,171.027,171.50209727706516,167.38,170.01
2024-06-03,166.54,166.78,163.53,165.28,2776058,0.9038002655467016,170.426,170.90951658401136,165.81,168.2
2024-05-31,165.7,166.97,163.84,166.85,4905002,0.9465754243831805,170.0135,170.52289595696266,165.28,167.38
2024-05-30,165.56,166.73,164.23,165.63,3852963,0.9133361289815853,169.64749999999998,170.05690586582338,166.85,165.81
2024-05-29,168.0,168.63,166.21,167.05,4206576,0.9520244892031147,169.4575,169.77053387860212,165.63,165.28
2024-05-28,170.44,171.085,168.65,169.66,2629645,1.0231347851032484,169.34699999999998,169.76000684254478,167.05,166.85
2024-05-24,171.48,172.01,170.21,170.89,2587829,1.05664653374584,169.2615,169.8676252384929,169.66,165.63
2024-05-23,175.39,175.46,170.435,170.67,3341335,1.050652562443913,169.0445,169.94404188244596,170.89,167.05
2024-05-22,173.39,174.99,172.76,173.69,3294900,1.1329334412249112,169.106,170.3007997984035,170.67,169.66
2024-05-21,169.94,174.97,169.94,173.47,6459800,1.1269394699229842,169.08350000000002,170.60262838903174,173.69,170.89
2024-05-20,169.0,170.16,168.38,169.92,2726261,1.030218569369162,169.052,170.5376161615049,173.47,170.67
2024-05-17,168.97,169.11,167.33,169.03,2956387,1.0059702309204575,169.02849999999998,170.39403366993298,169.92,173.69
2024-05-16,168.26,169.63,167.79,168.97,3492267,1.0043355114744772,169.0165,170.25841141565365,169.03,173.47
2024-05-15,167.94,168.35,167.34,168.26,4468823,0.9849913313637126,168.9735,170.06808651892473,168.97,169.92
2024-05-14,167.86,168.13,166.48,167.36,2600967,0.9604705396740119,168.8915,169.81017351712237,168.26,169.03
2024-05-13,167.5,168.06,166.76,167.56,2414859,0.9659196044939452,168.8035,169.59587127739644,167.36,168.97
2024-05-10,167.13,168.07,166.32,167.15,2255370,0.9547490216130813,168.642,169.36293115573966,167.56,168.26
2024-05-09,167.5,167.55,165.88,166.27,4266616,0.9307731364053734,168.45499999999998,169.06836628376445,167.15,167.36
2024-05-08,168.01,170.26,167.9,169.9,3522011,1.029673662887169,168.54000000000002,169.1475694948345,166.27,167.56
2024-05-07,169.0,169.29,167.94,168.38,3155260,0.9882607702556729,168.58999999999997,169.0744676381836,169.9,167.15
2024-05-06,166.5,168.67,166.38,168.61,4222266,0.9945271947985971,168.73,169.03023262502325,168.38,166.27
2024-05-03,165.0,166.61,164.92,165.71,3400405,0.915515754909559,168.75150000000002,168.71401999406865,168.61,169.9
2024-05-02,164.35,164.88,162.62,164.69,3829853,0.8877255243278972,168.6435,168.33077999463353,165.71,168.38
2024-05-01,165.69,166.27,164.3,164.43,4030960,0.8806417400619837,168.58350000000002,167.95927713800177,164.69,168.61
2024-04-30,166.49,166.76,165.2605,166.2,6011634,0.928865963718396,168.541,167.79172693438255,164.43,165.71
2024-04-29,167.4,168.22,166.225,167.43,5263342,0.9623777123609885,168.42950000000002,167.75727675015563,166.2,164.69
2024-04-26,167.5,167.87,165.73,167.13,8983796,0.9542041151310876,168.2415,167.69753610728367,167.43,164.43
2024-04-25,168.2,172.45,165.66,168.91,16702150,1.0027007920284972,168.1535,167.81300885897093,167.13,166.2
2024-04-24,183.17,184.29,181.4,184.1,7616643,1.4165572651024574,168.674,169.36415087240226,168.91,167.43
2024-04-23,182.73,184.68,179.0,182.19,5950229,1.3645186960720912,169.10999999999999,170.58566031312586,184.1,167.13
2024-04-22,182.45,183.315,180.45,181.9,3076451,1.3566175520831876,169.709,171.66321647378055,182.19,168.91
2024-04-19,182.43,182.8,180.57,181.58,3037990,1.347899048371294,170.3365,172.60767204770622,181.9,184.1
2024-04-18,182.35,183.46,180.17,181.47,2886733,1.34490206272033,170.96150000000003,173.451703281258,181.58,182.19
2024-04-17,184.16,184.67,181.78,183.1,3003033,1.3893119410027892,171.70350000000002,174.37058868304294,181.47,181.9
2024-04-16,185.59,185.71,182.86,183.75,4473654,1.4070214016675737,172.523,175.26386595132456,183.1,181.58
2024-04-15,185.57,187.48,180.88,181.25,3528140,1.338908091418403,173.2075,175.83397395596032,183.75,181.47
2024-04-12,184.0,185.1699,181.685,182.27,3547378,1.366698322000065,173.9635,176.44692881729745,181.25,183.1
2024-04-11,186.04,186.795,184.58,185.9,2861736,1.4655988484818605,174.945,177.34722131088816,182.27,183.75
2024-04-10,187.42,187.915,185.52,186.04,3081915,1.4694131938558137,175.752,178.17510499556548,185.9,181.25
2024-04-09,190.54,191.25,186.66,189.31,2790673,1.5585054036617292,176.79850000000002,179.23557118646403,186.04,182.27
2024-04-08,189.24,190.24,188.9118,189.82,2673611,1.5724005189525596,177.85899999999998,180.24361202584842,189.31,185.9
2024-04-05,188.59,190.32,188.02,189.14,2012428,1.5538736985647852,179.03050000000002,181.0908870710057,189.82,186.04
2024-04-04,192.0,193.28,187.34,187.94,2924438,1.5211793096451836,180.193,181.74318354043373,189.14,189.31
2024-04-03,188.6,191.35,188.485,190.9,2818910,1.6018254689802016,181.5165,182.61526129848767,187.94,189.82
2024-04-02,189.14,189.8,187.6,188.88,2689711,1.5467899142988717,182.6505,183.21190307958406,190.9,189.14
2024-04-01,190.0,190.46,188.52,189.83,2362586,1.5726729721935568,183.7705,183.8421980243856,188.88,187.94
2024-03-28,190.94,191.9299,190.34,190.96,3742169,1.6034601884261819,184.962,184.52008392682507,189.83,190.9
2024-03-27,189.6,190.96,188.6,190.8,3693305,1.599100936570235,186.0565,185.11817117188934,190.96,188.88
2024-03-26,189.02,190.0,188.5,188.5,4229535,1.536436691140998,186.2765,185.44025010789989,190.8,189.83
2024-03-25,190.26,190.82,188.75,188.79,3718289,1.5443378351299013,186.6065,185.7592739071475,188.5,190.96
2024-03-22,192.0,192.985,190.51,190.84,3988398,1.6001907495342216,187.0535,186.24315258265725,188.79,190.8
2024-03-21,193.0,193.37,190.01,191.9,6013561,1.62907079307987,187.5695,186.7818999557375,190.84,188.5
2024-03-20,192.87,193.98,191.31,193.96,3238643,1.6851961607251866,188.194,187.46552853138152,191.9,188.79
2024-03-19,191.49,193.58,190.28,193.34,5317341,1.6683040597833922,188.706,188.02500200458329,193.96,190.84
2024-03-18,191.7,193.23,190.32,191.69,5410562,1.6233492750189393,189.103,188.3740494327182,193.34,191.9
2024-03-15,191.99,193.0573,190.7,191.07,8828184,1.606457174077145,189.594,188.6308066296022,191.69,193.96
2024-03-14,196.95,197.748,192.12,193.43,4102202,1.6707561389523624,190.152,189.08787266487818,191.07,193.34
2024-03-13,197.55,198.1,195.32,196.7,3960737,1.759848348758277,190.69199999999998,189.812837172985,193.43,191.69
2024-03-12,192.46,199.18,192.15,197.78,5862512,1.789273298785919,191.279,190.57161458508168,196.7,191.07
2024-03-11,195.09,195.38,190.88,191.73,4712688,1.624439087982926,191.4,190.68193700555008,197.78,193.43
2024-03-08,196.06,197.77,194.38,195.95,3943113,1.7394143556835258,191.7065,191.1836572907358,191.73,196.7
2024-03-07,197.58,198.73,196.14,196.54,4604458,1.7554890969023302,192.07649999999998,191.69378516780856,195.95,197.78
2024-03-06,193.5,198.13,192.96,196.16,6945818,1.7451358737444564,192.4875,192.1191389613506,196.54,191.73
2024-03-05,192.0,193.94,190.57,191.95,5653641,1.6304330592848528,192.54000000000002,192.103030488841,196.16,195.95
2024-03-04,187.76,193.898,187.6,193.06,7938266,1.660675369035485,192.749,192.1941704422847,191.95,196.54
2024-03-01,185.49,188.38,185.18,188.2,4018354,1.528263093911097,192.6675,191.8137732573052,193.06,196.16
2024-02-29,186.15,186.8495,184.69,185.03,6458487,1.4418954165151492,192.371,191.16769961375235,188.2,191.95
2024-02-28,184.63,185.37,183.55,185.3,3216345,1.4492516540220597,192.096,190.6088710791093,185.03,193.06
2024-02-27,184.16,185.13,182.62,184.87,3641378,1.4375361646592022,191.9145,190.06231192871792,185.3,188.2
2024-02-26,185.6,186.125,184.06,184.13,4620815,1.4173746248254475,191.6815,189.4973298402686,184.87,185.03
2024-02-23,184.9,186.455,184.57,185.72,3433800,1.4606946901439202,191.4255,189.13758414119542,184.13,185.3
2024-02-22,182.45,184.55,181.93,184.21,5078398,1.4195542507534213,191.041,188.66829041346253,185.72,184.87
2024-02-21,182.56,183.03,178.75,179.7,4728473,1.296677839063917,190.328,187.8141675169423,184.21,184.13
2024-02-20,187.64,188.77,183.06,183.44,4247181,1.3985753511966765,189.833,187.39758013437637,179.7,185.72
2024-02-16,186.63,188.95,185.9452,187.64,4842840,1.5130057124152827,189.63049999999998,187.42066774062624,183.44,184.21
2024-02-15,183.62,186.98,183.62,186.87,4714301,1.4920268128585388,189.4205,187.36822319389995,187.64,179.7
2024-02-14,185.0,185.0,182.26,183.57,3173391,1.4021172433296332,188.92749999999998,187.00648765162376,186.87,183.44
2024-02-13,184.28,184.77,182.36,183.7,4290453,1.40565913546259,188.2775,186.69158406575485,183.57,187.64
2024-02-12,185.9,186.48,184.03,186.16,4724021,1.472682632747774,187.6965,186.64095701187344,183.7,186.87
2024-02-09,184.44,187.18,183.85,186.34,5064641,1.4775867910857146,187.427,186.61229443931407,186.16,183.57
2024-02-08,182.63,184.55,181.49,184.36,5161185,1.4236410493683718,186.8475,186.39779020699845,186.34,183.7
2024-02-07,183.34,184.02,182.625,183.74,4841188,1.4067489484265774,186.2075,186.14466733014146,184.36,186.16
2024-02-06,183.55,184.68,183.04,183.41,3338196,1.3977579914736864,185.57,185.88422282250895,183.74,186.34
2024-02-05,185.51,185.78,183.255,183.42,4379602,1.398030444714683,185.1435,185.64953493465097,183.41,184.36
2024-02-02,187.1,187.39,185.615,185.79,4055411,1.4626018628308968,184.78,185.66291255992232,183.42,183.74
2024-02-01,183.63,187.51,182.71,186.9,4669444,1.492844172581529,184.715,185.7807304113583,185.79,183.41
2024-01-31,187.05,187.65,183.14,183.66,8876055,1.4045693224986036,184.6465,185.57875608646702,186.9,183.42
2024-01-30,187.71,188.65,186.77,187.87,4575058,1.519272136958207,184.775,185.79696979251779,183.66,185.79
2024-01-29,187.46,189.46,186.05,187.14,6107908,1.4993830503654486,184.8885,185.92487743132563,187.87,186.9
2024-01-26,191.31,192.3896,186.16,187.42,9895941,1.507011741113356,185.053,186.06727005691366,187.14,183.66
2024-01-25,184.96,196.9,184.83,190.43,29596239,1.5890201666533577,185.2885,186.48276814673142,187.42,187.87
2024-01-24,174.76,174.86,172.9,173.93,7831157,1.1394723190088318,184.7745,185.28726641847126,190.43,187.14
2024-01-23,172.9,174.02,172.48,173.94,3983461,1.1397447722498284,184.4865,184.20657437861686,173.93,187.42
2024-01-22,172.82,174.45,172.4,172.83,4925964,1.109502462499197,183.956,183.12309110446287,173.94,190.43
2024-01-19,170.59,171.5791,169.18,171.48,6929079,1.0727212749646442,183.14799999999997,182.01422528499023,172.83,173.93
2024-01-18,166.49,166.99,165.04,166.84,3776990,0.9463029711421841,182.1465,180.56906097213403,171.48,173.94
2024-01-17,166.79,167.82,165.495,166.08,4288604,0.9255965248264365,181.272,179.18915040335938,166.84,172.83
2024-01-16,165.8,167.25,165.34,166.96,4869635,0.9495724100341444,180.435,178.02446941256326,166.08,171.48
2024-01-12,162.97,165.98,162.355,165.8,4958261,0.9179678340785293,179.417,176.8602342304144,166.96,166.84
2024-01-11,161.02,162.23,160.29,162.16,3778395,0.8187948543557366,178.208,175.4602119227559,165.8,166.08
2024-01-10,160.28,161.34,159.74,161.23,2967852,0.7934567029430449,177.0515,174.1049536443982,162.16,166.96
2024-01-09,160.0,160.4837,159.51,160.08,2617186,0.7621245802284271,175.86849999999998,172.76924377350312,161.23,165.8
2024-01-08,158.69,161.216,157.885,161.14,3321698,0.7910046237740747,174.75500000000002,171.6616967474552,160.08,162.16
2024-01-05,159.91,160.55,158.67,159.16,3698961,0.7370588820567319,173.542,170.4710589619833,161.14,161.23
2024-01-04,160.22,161.81,160.17,160.86,3212004,0.7833759330261684,172.2955,169.55572001322298,159.16,160.08
2024-01-03,161.0,161.73,160.08,160.1,4086065,0.76266948671042,170.9555,168.6551752500589,160.86,161.14
2024-01-02,162.83,163.29,160.46,161.5,3825044,0.8008129404499557,169.84750000000003,167.97372998814853,160.1,159.16
2023-12-29,163.75,164.18,162.83,163.55,2526169,0.8566658548542758,168.6315,167.55242237022964,161.5,160.86
2023-12-28,163.96,163.96,163.4,163.75,2071313,0.8621149196742092,167.462,167.19028690639826,163.55,160.1
2023-12-27,163.14,163.64,162.68,163.46,3006612,0.8542137756853055,166.26399999999998,166.83502148674128,163.75,161.5
2023-12-26,162.23,163.31,162.05,163.21,1772443,0.8474024446603885,164.903,166.4897813451469,163.46,163.55
2023-12-22,161.1,162.41,161.0,162.14,2442715,0.8182499478737429,164.31350000000003,166.0755164551329,163.21,163.75
2023-12-21,160.59,161.08,159.53,160.78,2982924,0.7811963070981945,163.65550000000002,165.57118155464406,162.14,163.46
2023-12-20,161.29,161.8,160.01,160.05,4865797,0.761307220505437,163.0165,165.04535473991604,160.78,163.21
2023-12-19,161.8,162.28,161.32,161.56,3717429,0.8024476598959358,162.52050000000003,164.71341619325736,160.05,162.14
2023-12-18,162.23,163.33,161.5766,162.74,3677533,0.8345971423335445,162.3155,164.52547179389953,161.56,160.78
2023-12-15,162.3,164.09,162.04,162.23,11016108,0.8207020270427132,162.123,164.30685543257576,162.74,160.05
