Unnamed: 0,open,high,low,close,volume,close_normalized,SMA_20,EMA_20,close_lag1,close_lag3
2024-10-15 19:58:00,232.97,232.97,232.97,232.97,1,1.4306142774506458,,232.97,,
2024-10-15 19:57:00,233.0,233.0,233.0,233.0,1,1.4349952107056079,,232.97285714285715,232.97,
2024-10-15 19:55:00,232.96,232.99,232.96,232.99,757,1.4335348996206219,,232.97448979591837,233.0,
2024-10-15 19:53:00,232.99,232.99,232.99,232.99,1,1.4335348996206219,,232.97596695821187,232.99,232.97
2024-10-15 19:47:00,232.96,233.2,232.96,233.2,981,1.4642014324053505,,232.99730343838218,232.99,233.0
2024-10-15 19:43:00,232.96,232.96,232.96,232.96,1,1.42915396636566,,232.99375072996483,233.2,232.99
2024-10-15 19:29:00,232.94,232.94,232.94,232.94,1,1.426233344195684,,232.98863161282532,232.96,232.99
2024-10-15 19:27:00,232.74,232.74,232.74,232.74,1,1.3970271224959412,,232.96495241160383,232.94,233.2
2024-10-15 19:26:00,232.96,232.96,232.96,232.96,350,1.42915396636566,,232.96448075335584,232.74,232.96
2024-10-15 19:24:00,232.99,232.99,232.99,232.99,2,1.4335348996206219,,232.96691115779817,232.96,232.94
2024-10-15 19:22:00,232.998,232.998,232.998,232.998,150,1.434703148488609,,232.96987199991264,232.99,232.74
2024-10-15 19:21:00,232.998,232.998,232.998,232.998,250,1.434703148488609,,232.97255085706382,232.998,232.96
2024-10-15 19:20:00,233.0,233.0,233.0,233.0,1,1.4349952107056079,,232.975165061153,232.998,232.99
2024-10-15 19:19:00,232.97,232.97,232.97,232.97,1,1.4306142774506458,,232.974673150567,233.0,232.998
2024-10-15 19:18:00,232.96,232.96,232.96,232.96,1,1.42915396636566,,232.97327570765586,232.97,232.998
2024-10-15 19:14:00,232.98,232.98,232.98,232.98,1,1.4320745885356319,,232.97391611645054,232.96,233.0
2024-10-15 19:13:00,232.97,233.0,232.97,233.0,16,1.4349952107056079,,232.97640029583619,232.98,232.97
2024-10-15 19:11:00,232.96,232.96,232.96,232.96,1,1.42915396636566,,232.97483836289942,233.0,232.96
2024-10-15 19:08:00,232.98,232.98,232.96,232.96,9,1.42915396636566,,232.97342518548044,232.96,232.98
2024-10-15 19:04:00,232.9608,232.9608,232.9608,232.9608,1,1.4292707912524587,232.97634,232.97222278686326,232.96,233.0
2024-10-15 19:03:00,232.9,232.96,232.9,232.96,46,1.42915396636566,232.97583999999998,232.9710587119239,232.9608,232.96
2024-10-15 19:00:00,232.96,232.96,232.7,232.7,375290,1.3911858781559894,232.96084000000002,232.94524359650256,232.96,232.96
2024-10-15 18:59:00,232.77,232.77,232.7,232.7,921,1.3911858781559894,232.94634000000002,232.9218870635023,232.7,232.9608
2024-10-15 18:55:00,232.9,232.9,232.9,232.9,2,1.4203920998557364,232.94184,232.919802581264,232.7,232.96
2024-10-15 18:54:00,232.89,232.9,232.89,232.9,900,1.4203920998557364,232.92684000000003,232.91791662114363,232.9,232.7
2024-10-15 18:53:00,232.9,232.9,232.9,232.9,2,1.4203920998557364,232.92384,232.91621027627284,232.9,232.7
2024-10-15 18:50:00,232.9,232.9,232.9,232.9,100,1.4203920998557364,232.92183999999997,232.91466644043734,232.9,232.9
2024-10-15 18:49:00,233.0,233.0,233.0,233.0,1,1.4349952107056079,232.93483999999998,232.92279344611,232.9,232.9
2024-10-15 18:48:00,233.0,233.0,233.0,233.0,5,1.4349952107056079,232.93684,232.93014645124236,233.0,232.9
2024-10-15 18:45:00,233.0,233.0,233.0,233.0,50,1.4349952107056079,232.93734,232.93679917017164,233.0,232.9
2024-10-15 18:44:00,233.0,233.0,233.0,233.0,5,1.4349952107056079,232.93743999999998,232.94281829682194,233.0,233.0
2024-10-15 18:41:00,232.75,232.75,232.75,232.75,7,1.3984874335809272,232.92504,232.92445464950555,233.0,233.0
2024-10-15 18:40:00,232.75,232.75,232.75,232.75,19,1.3984874335809272,232.91253999999998,232.9078399209812,232.75,233.0
2024-10-15 18:35:00,232.82,232.82,232.76,232.76,75,1.399947744665913,232.90204,232.8937599285068,232.75,233.0
2024-10-15 18:31:00,232.75,232.75,232.75,232.75,8,1.3984874335809272,232.89154,232.88006850674424,232.76,232.75
2024-10-15 18:30:00,232.96,232.96,232.96,232.96,375211,1.42915396636566,232.89054000000002,232.88768102991145,232.75,232.75
2024-10-15 18:29:00,232.82,232.82,232.82,232.82,1,1.4087096111758368,232.88154,232.88123521753892,232.96,232.76
2024-10-15 18:26:00,232.7625,232.7625,232.7625,232.7625,75,1.4003128224371595,232.87166500000004,232.86992710158282,232.82,232.75
